Referencia;Nombre;Categoría;Definicion;Caracteristicas
2570D;"TORNILLO DRYWALL 10X3"" DOC";TORNILLERIA;;
2570;"TORNILLO DRYWALL 10X3"" UN";TORNILLERIA;;
2573C;"TORNILLO DRYWALL 6X1"" 50";TORNILLERIA;;
2573D;"TORNILLO DRYWALL 6X1"" DOC";TORNILLERIA;;
2573;"TORNILLO DRYWALL 6X1"" UN";TORNILLERIA;;
2576C;"TORNILLO DRYWALL 6X1/2"" 50";TORNILLERIA;;
2576D;"TORNILLO DRYWALL 6X1/2"" DOC";TORNILLERIA;;
2576;"TORNILLO DRYWALL 6X1/2"" UN";TORNILLERIA;;
2579C;"TORNILLO DRYWALL 6X11/2"" 50";TORNILLERIA;;
2579D;"TORNILLO DRYWALL 6X11/2"" DOC";TORNILLERIA;;
2579;"TORNILLO DRYWALL 6X11/2"" UN";TORNILLERIA;;
2582C;"TORNILLO DRYWALL 6X11/4"" 50";TORNILLERIA;;
2582D;"TORNILLO DRYWALL 6X11/4"" DOC";TORNILLERIA;;
2582;"TORNILLO DRYWALL 6X11/4"" UN";TORNILLERIA;;
2585C;"TORNILLO DRYWALL 6X2"" 50";TORNILLERIA;;
2585D;"TORNILLO DRYWALL 6X2"" DOC";TORNILLERIA;;
2588C;"TORNILLO DRYWALL 6X21/2"" 50";TORNILLERIA;;
2588D;"TORNILLO DRYWALL 6X21/2"" DOC";TORNILLERIA;;
2591C;"TORNILLO DRYWALL 6X3"" 50";TORNILLERIA;;
2591D;"TORNILLO DRYWALL 6X3"" DOC";TORNILLERIA;;
2591;"TORNILLO DRYWALL 6X3"" UN";TORNILLERIA;;
2594C;"TORNILLO DRYWALL 6X3/4"" 50";TORNILLERIA;;
2594D;"TORNILLO DRYWALL 6X3/4"" DOC";TORNILLERIA;;
2594;"TORNILLO DRYWALL 6X3/4"" UN";TORNILLERIA;;
2597C;"TORNILLO DRYWALL 8X1"" 50";TORNILLERIA;;
2597D;"TORNILLO DRYWALL 8X1"" DOC";TORNILLERIA;;
2597;"TORNILLO DRYWALL 8X1"" UN";TORNILLERIA;;
2602C;"TORNILLO DRYWALL 8X11/2"" 50";TORNILLERIA;;
2602D;"TORNILLO DRYWALL 8X11/2"" DOC";TORNILLERIA;;
2602;"TORNILLO DRYWALL 8X11/2"" UN";TORNILLERIA;;
2605C;"TORNILLO DRYWALL 8X11/4"" 50";TORNILLERIA;;
2605D;"TORNILLO DRYWALL 8X11/4"" DOC";TORNILLERIA;;
2605;"TORNILLO DRYWALL 8X11/4"" UN";TORNILLERIA;;
2608C;"TORNILLO DRYWALL 8X2"" 50";TORNILLERIA;;
2608D;"TORNILLO DRYWALL 8X2"" DOC";TORNILLERIA;;
2608;"TORNILLO DRYWALL 8X2"" UN";TORNILLERIA;;
2611C;"TORNILLO DRYWALL 8X21/2"" 50";TORNILLERIA;;
2611D;"TORNILLO DRYWALL 8X21/2"" DOC";TORNILLERIA;;
2611;"TORNILLO DRYWALL 8X21/2"" UN";TORNILLERIA;;
2614C;"TORNILLO DRYWALL 8X3"" 50";TORNILLERIA;;
2614D;"TORNILLO DRYWALL 8X3"" DOC";TORNILLERIA;;
2614;"TORNILLO DRYWALL 8X3"" UN";TORNILLERIA;;
2617C;"TORNILLO DRYWALL 8X3/4"" 50";TORNILLERIA;;
2617D;"TORNILLO DRYWALL 8X3/4"" DOC";TORNILLERIA;;
2617;"TORNILLO DRYWALL 8X3/4"" UN";TORNILLERIA;;
2620C;"TORNILLO FRAMING PUNTA AGUDA 7X7/16"" 50";TORNILLERIA;;
2620D;"TORNILLO FRAMING PUNTA AGUDA 7X7/16"" DOC";TORNILLERIA;;
2620;"TORNILLO FRAMING PUNTA AGUDA 7X7/16"" UN";TORNILLERIA;;
2621;"TORNILLO HEX LAMINA 1/4X 1""";TORNILLERIA;;
2622;"TORNILLO HEX LAMINA 1/4X 1/2""";TORNILLERIA;;
2623;"TORNILLO HEX LAMINA 1/4X 11/2""";TORNILLERIA;;
2624;"TORNILLO HEX LAMINA 1/4X 2""";TORNILLERIA;;
2625;"TORNILLO HEX LAMINA 1/4X 3""";TORNILLERIA;;
2626;"TORNILLO HEX LAMINA 1/4X 3/4""";TORNILLERIA;;
3507;"TORNILLO HEX LAMINA 1/4X11/4""";TORNILLERIA;;
2627;"TORNILLO HEX LAMINA 5/16X 1""";TORNILLERIA;;
2628;"TORNILLO HEX LAMINA 5/16X 11/2""";TORNILLERIA;;
2629;"TORNILLO HEX LAMINA 5/16X 3/4""";TORNILLERIA;;
3506;"TORNILLO HEX LAMINA 5/16X2""";TORNILLERIA;;
2630;TORNILLO HEX MM IRIZADO 8X30;TORNILLERIA;;
2631;TORNILLO HEX MM IRIZADO 8X35;TORNILLERIA;;
2632;TORNILLO HEX MM IRIZADO 8X40;TORNILLERIA;;
2633;"TORNILLO HEX RO ZINC 1/2X1""UN";TORNILLERIA;;
2634;"TORNILLO HEX RO ZINC 1/2X11/2""UN";TORNILLERIA;;
2635;"TORNILLO HEX RO ZINC 1/2X11/4""UN";TORNILLERIA;;
2637;"TORNILLO HEX RO ZINC 1/2X3""UN";TORNILLERIA;;
2638;"TORNILLO HEX RO ZINC 1/2X4""UN";TORNILLERIA;;
2640;"TORNILLO HEX RO ZINC 1/4X1/2""UN";TORNILLERIA;;
2642;"TORNILLO HEX RO ZINC 1/4X11/4""UN";TORNILLERIA;;
2643;"TORNILLO HEX RO ZINC 1/4X2""UN";TORNILLERIA;;
2644;"TORNILLO HEX RO ZINC 1/4X21/2""UN";TORNILLERIA;;
2645;"TORNILLO HEX RO ZINC 1/4X3""UN";TORNILLERIA;;
2646;"TORNILLO HEX RO ZINC 1/4X3/4""UN";TORNILLERIA;;
2648;"TORNILLO HEX RO ZINC 3/8X11/2""UN";TORNILLERIA;;
2649;"TORNILLO HEX RO ZINC 3/8X11/4""UN";TORNILLERIA;;
2650;"TORNILLO HEX RO ZINC 3/8X2""UN";TORNILLERIA;;
2651;"TORNILLO HEX RO ZINC 3/8X21/2""UN";TORNILLERIA;;
2652;"TORNILLO HEX RO ZINC 3/8X3""UN";TORNILLERIA;;
2653;"TORNILLO HEX RO ZINC 3/8X3/4""UN";TORNILLERIA;;
2654;"TORNILLO HEX RO ZINC 3/8X31/2""UN";TORNILLERIA;;
2655;"TORNILLO HEX RO ZINC 3/8X4""UN";TORNILLERIA;;
2656;"TORNILLO HEX RO ZINC 3/8X41/2""UN";TORNILLERIA;;
2657;"TORNILLO HEX RO ZINC 3/8X5""UN";TORNILLERIA;;
2658;"TORNILLO HEX RO ZINC 3/8X6""UN";TORNILLERIA;;
2659;"TORNILLO HEX RO ZINC 5/16X1""UN";TORNILLERIA;;
2660;"TORNILLO HEX RO ZINC 5/16X11/2""UN";TORNILLERIA;;
2662;"TORNILLO HEX RO ZINC 5/16X2""UN";TORNILLERIA;;
2663;"TORNILLO HEX RO ZINC 5/16X21/2""UN";TORNILLERIA;;
2664;"TORNILLO HEX RO ZINC 5/16X3""UN";TORNILLERIA;;
2665;"TORNILLO HEX RO ZINC 5/16X3/4""UN";TORNILLERIA;;
2667;"TORNILLO HEX RO ZINC 5/16X4""UN";TORNILLERIA;;
2668;"TORNILLO HEX RO ZINC 5/16X41/2""UN";TORNILLERIA;;
2669;"TORNILLO HEX RO ZINC 5/16X5""UN";TORNILLERIA;;
2670;"TORNILLO HEX RO ZINC 5/16X51/2""UN";TORNILLERIA;;
2671;"TORNILLO HEX RO ZINC 5/16X6""UN";TORNILLERIA;;
2672;"TORNILLO HEX RO ZINC 7/16X1""UN";TORNILLERIA;;
2675;"TORNILLO HEX RO ZINC 7/16X3""UN";TORNILLERIA;;
2676;"TORNILLO HEX RO ZINC 7/16X4""UN";TORNILLERIA;;
3567;TORNILLO CR MM 4X15;TORNILLERIA;;
3568;TORNILLO CR MM 5X15;TORNILLERIA;;
3566;TORNILLO CR MM 6X15;TORNILLERIA;;
2677;TORNILLO HEX FLANGE IRIZ 6X10;TORNILLERIA;;
2678;TORNILLO HEX FLANGE IRIZ 6X15;TORNILLERIA;;
2679;TORNILLO HEX FLANGE IRIZ 6X20;TORNILLERIA;;
2680;TORNILLO HEX FLANGE IRIZ 6X25;TORNILLERIA;;
3581;TORNILLO HEX MM IRIZ 8X25;TORNILLERIA;;
2681;TORNILLO HEX FLANGE IRIZ 6X30;TORNILLERIA;;
2682;TORNILLO HEX FLANGE IRIZ 6X40;TORNILLERIA;;
3582;"TORNILLO HEXAGONAL LAMINA PUNTA BROCA ANP 10 X11/4""";TORNILLERIA;;
3583;TORNILLO HEXAGONAL LAMINA PUNTA BROCA 10X3/4;TORNILLERIA;;
2683;"TORNILLO KLATH P/AGUDA 8X1/2"" UN";TORNILLERIA;;
3217;"TORNILLO KLATH P/AGUDA 8X1/2""DOC";TORNILLERIA;;
2684;"TORNILLO KLATH P/BROCA 8X1"" UN";TORNILLERIA;;
2684C;"TORNILLO KLATH P/BROCA 8X1""50";TORNILLERIA;;
2684D;"TORNILLO KLATH P/BROCA 8X1""DOC";TORNILLERIA;;
2685;"TORNILLO KLATH P/BROCA 8X1/2"" UN";TORNILLERIA;;
2685C;"TORNILLO KLATH P/BROCA 8X1/2""50";TORNILLERIA;;
2686;"TORNILLO KLATH P/BROCA 8X11/2"" UN";TORNILLERIA;;
2686C;"TORNILLO KLATH P/BROCA 8X11/2""50";TORNILLERIA;;
2686D;"TORNILLO KLATH P/BROCA 8X11/2""DOC";TORNILLERIA;;
2687;"TORNILLO KLATH P/BROCA 8X11/4"" UN";TORNILLERIA;;
2687C;"TORNILLO KLATH P/BROCA 8X11/4""50";TORNILLERIA;;
2687D;"TORNILLO KLATH P/BROCA 8X11/4""DOC";TORNILLERIA;;
2688;"TORNILLO KLATH P/BROCA 8X2"" UN";TORNILLERIA;;
2688C;"TORNILLO KLATH P/BROCA 8X2""50";TORNILLERIA;;
2688D;"TORNILLO KLATH P/BROCA 8X2""DOC";TORNILLERIA;;
2689;"TORNILLO KLATH P/BROCA 8X3/4"" UN";TORNILLERIA;;
2689C;"TORNILLO KLATH P/BROCA 8X3/4""50";TORNILLERIA;;
2689D;"TORNILLO KLATH P/BROCA 8X3/4""DOC";TORNILLERIA;;
2692C;"TORNILLO LAMINA 10X1"" 50";TORNILLERIA;;
2692D;"TORNILLO LAMINA 10X1"" DOC";TORNILLERIA;;
2692;"TORNILLO LAMINA 10X1"" UN";TORNILLERIA;;
2695C;"TORNILLO LAMINA 10X1/2"" 50";TORNILLERIA;;
2695D;"TORNILLO LAMINA 10X1/2"" DOC";TORNILLERIA;;
2695;"TORNILLO LAMINA 10X1/2"" UN";TORNILLERIA;;
2698C;"TORNILLO LAMINA 10X11/2"" 50";TORNILLERIA;;
2698D;"TORNILLO LAMINA 10X11/2"" DOC";TORNILLERIA;;
2698;"TORNILLO LAMINA 10X11/2"" UN";TORNILLERIA;;
2701C;"TORNILLO LAMINA 10X11/4"" 50";TORNILLERIA;;
2701D;"TORNILLO LAMINA 10X11/4"" DOC";TORNILLERIA;;
2701;"TORNILLO LAMINA 10X11/4"" UN";TORNILLERIA;;
2704C;"TORNILLO LAMINA 10X2"" 50";TORNILLERIA;;
2704D;"TORNILLO LAMINA 10X2"" DOC";TORNILLERIA;;
2704;"TORNILLO LAMINA 10X2"" UN";TORNILLERIA;;
2706D;"TORNILLO LAMINA 10X21/2"" DOC";TORNILLERIA;;
2706;"TORNILLO LAMINA 10X21/2"" UN";TORNILLERIA;;
2708D;"TORNILLO LAMINA 10X3"" DOC";TORNILLERIA;;
2708;"TORNILLO LAMINA 10X3"" UN";TORNILLERIA;;
2711C;"TORNILLO LAMINA 10X3/4"" 50";TORNILLERIA;;
2711D;"TORNILLO LAMINA 10X3/4"" DOC";TORNILLERIA;;
2711;"TORNILLO LAMINA 10X3/4"" UN";TORNILLERIA;;
2714C;"TORNILLO LAMINA 12X1"" 50";TORNILLERIA;;
2714D;"TORNILLO LAMINA 12X1"" DOC";TORNILLERIA;;
2714;"TORNILLO LAMINA 12X1"" UN";TORNILLERIA;;
2717C;"TORNILLO LAMINA 12X1/2"" 50";TORNILLERIA;;
2717D;"TORNILLO LAMINA 12X1/2"" DOC";TORNILLERIA;;
2717;"TORNILLO LAMINA 12X1/2"" UN";TORNILLERIA;;
2720C;"TORNILLO LAMINA 12X11/2"" 50";TORNILLERIA;;
2720D;"TORNILLO LAMINA 12X11/2"" DOC";TORNILLERIA;;
2720;"TORNILLO LAMINA 12X11/2"" UN";TORNILLERIA;;
2723C;"TORNILLO LAMINA 12X11/4"" 50";TORNILLERIA;;
2723D;"TORNILLO LAMINA 12X11/4"" DOC";TORNILLERIA;;
2723;"TORNILLO LAMINA 12X11/4"" UN";TORNILLERIA;;
2726C;"TORNILLO LAMINA 12X2"" 50";TORNILLERIA;;
2726D;"TORNILLO LAMINA 12X2"" DOC";TORNILLERIA;;
2726;"TORNILLO LAMINA 12X2"" UN";TORNILLERIA;;
2728D;"TORNILLO LAMINA 12X21/2"" DOC";TORNILLERIA;;
2728;"TORNILLO LAMINA 12X21/2"" UN";TORNILLERIA;;
2730D;"TORNILLO LAMINA 12X3"" DOC";TORNILLERIA;;
2730;"TORNILLO LAMINA 12X3"" UN";TORNILLERIA;;
2733C;"TORNILLO LAMINA 12X3/4"" 50";TORNILLERIA;;
2733D;"TORNILLO LAMINA 12X3/4"" DOC";TORNILLERIA;;
2733;"TORNILLO LAMINA 12X3/4"" UN";TORNILLERIA;;
2736C;"TORNILLO LAMINA 14X1"" 50";TORNILLERIA;;
2736D;"TORNILLO LAMINA 14X1"" DOC";TORNILLERIA;;
2736;"TORNILLO LAMINA 14X1"" UN";TORNILLERIA;;
2739C;"TORNILLO LAMINA 14X1/2"" 50";TORNILLERIA;;
2739D;"TORNILLO LAMINA 14X1/2"" DOC";TORNILLERIA;;
2739;"TORNILLO LAMINA 14X1/2"" UN";TORNILLERIA;;
2742C;"TORNILLO LAMINA 14X11/2"" 50";TORNILLERIA;;
2742D;"TORNILLO LAMINA 14X11/2"" DOC";TORNILLERIA;;
2742;"TORNILLO LAMINA 14X11/2"" UN";TORNILLERIA;;
2745C;"TORNILLO LAMINA 14X11/4"" 50";TORNILLERIA;;
2745D;"TORNILLO LAMINA 14X11/4"" DOC";TORNILLERIA;;
2748C;"TORNILLO LAMINA 14X2"" 50";TORNILLERIA;;
2748D;"TORNILLO LAMINA 14X2"" DOC";TORNILLERIA;;
2748;"TORNILLO LAMINA 14X2"" UN";TORNILLERIA;;
2750D;"TORNILLO LAMINA 14X21/2"" DOC";TORNILLERIA;;
2750;"TORNILLO LAMINA 14X21/2"" UN";TORNILLERIA;;
2752D;"TORNILLO LAMINA 14X3"" DOC";TORNILLERIA;;
2752;"TORNILLO LAMINA 14X3"" UN";TORNILLERIA;;
2755C;"TORNILLO LAMINA 14X3/4"" 50";TORNILLERIA;;
2755D;"TORNILLO LAMINA 14X3/4"" DOC";TORNILLERIA;;
2755;"TORNILLO LAMINA 14X3/4"" UN";TORNILLERIA;;
2758C;"TORNILLO LAMINA 4X1"" 50";TORNILLERIA;;
2758D;"TORNILLO LAMINA 4X1"" DOC";TORNILLERIA;;
2758;"TORNILLO LAMINA 4X1""UN";TORNILLERIA;;
2761C;"TORNILLO LAMINA 4X1/2"" 50";TORNILLERIA;;
2761D;"TORNILLO LAMINA 4X1/2"" DOC";TORNILLERIA;;
2761;"TORNILLO LAMINA 4X1/2""UN";TORNILLERIA;;
2764C;"TORNILLO LAMINA 4X3/4"" 50";TORNILLERIA;;
2764D;"TORNILLO LAMINA 4X3/4"" DOC";TORNILLERIA;;
2764;"TORNILLO LAMINA 4X3/4""UN";TORNILLERIA;;
2767D;"TORNILLO LAMINA 6X1"" DOC";TORNILLERIA;;
2770C;"TORNILLO LAMINA 6X1/2"" 50";TORNILLERIA;;
2770D;"TORNILLO LAMINA 6X1/2"" DOC";TORNILLERIA;;
2770;"TORNILLO LAMINA 6X1/2"" UN";TORNILLERIA;;
2773C;"TORNILLO LAMINA 6X11/2"" 50";TORNILLERIA;;
2773D;"TORNILLO LAMINA 6X11/2"" DOC";TORNILLERIA;;
2773;"TORNILLO LAMINA 6X11/2"" UN";TORNILLERIA;;
2776C;"TORNILLO LAMINA 6X2"" 50";TORNILLERIA;;
2776D;"TORNILLO LAMINA 6X2"" DOC";TORNILLERIA;;
2776;"TORNILLO LAMINA 6X2"" UN";TORNILLERIA;;
2779C;"TORNILLO LAMINA 6X3/4"" 50";TORNILLERIA;;
2779D;"TORNILLO LAMINA 6X3/4"" DOC";TORNILLERIA;;
2779;"TORNILLO LAMINA 6X3/4"" UN";TORNILLERIA;;
2782C;"TORNILLO LAMINA 8X1"" 50";TORNILLERIA;;
2782D;"TORNILLO LAMINA 8X1"" DOC";TORNILLERIA;;
2782;"TORNILLO LAMINA 8X1"" UN";TORNILLERIA;;
2785C;"TORNILLO LAMINA 8X1/2"" 50";TORNILLERIA;;
2785D;"TORNILLO LAMINA 8X1/2"" DOC";TORNILLERIA;;
2785;"TORNILLO LAMINA 8X1/2"" UN";TORNILLERIA;;
2788C;"TORNILLO LAMINA 8X11/2"" 50";TORNILLERIA;;
2788D;"TORNILLO LAMINA 8X11/2"" DOC";TORNILLERIA;;
2788;"TORNILLO LAMINA 8X11/2"" UN";TORNILLERIA;;
2791C;"TORNILLO LAMINA 8X11/4"" 50";TORNILLERIA;;
2791D;"TORNILLO LAMINA 8X11/4"" DOC";TORNILLERIA;;
2794C;"TORNILLO LAMINA 8X2"" 50";TORNILLERIA;;
2794D;"TORNILLO LAMINA 8X2"" DOC";TORNILLERIA;;
2794;"TORNILLO LAMINA 8X2"" UN";TORNILLERIA;;
2796D;"TORNILLO LAMINA 8X21/2"" DOC";TORNILLERIA;;
2796;"TORNILLO LAMINA 8X21/2"" UN";TORNILLERIA;;
2798D;"TORNILLO LAMINA 8X3"" DOC";TORNILLERIA;;
2798;"TORNILLO LAMINA 8X3"" UN";TORNILLERIA;;
2801C;"TORNILLO LAMINA 8X3/4"" 50";TORNILLERIA;;
2801D;"TORNILLO LAMINA 8X3/4"" DOC";TORNILLERIA;;
2801;"TORNILLO LAMINA 8X3/4"" UN";TORNILLERIA;;
2802;TORNILLO CISTERNA;GRIFERIA;;
2803;TRANCA PUERTA CAUCHO;HERRAJES Y SOPORTES;;
3168;TRAPOS X 1 KILO;PINTURAS Y DISOLVENTES;;
2806;TUBO ABOCINADO CANASTILLA;GRIFERIA;;
2804;TUBO COBRE 1/2 TIPO L 1M;TUBERIAS Y ACCESORIOS;;
2804T;TUBO COBRE 1/2 TIPO L 6M;TUBERIAS Y ACCESORIOS;;
2807;"TUBO CONDUIT PESADO 1""GERFOR";TUBERIAS Y ACCESORIOS;;
2808;"TUBO CONDUIT PESADO 1/2""GERFOR";TUBERIAS Y ACCESORIOS;;
2809;"TUBO CONDUIT PESADO 3/4""GERFOR";TUBERIAS Y ACCESORIOS;;
2810;"TUBO CONDUIT SEMIPESADO 1""";TUBERIAS Y ACCESORIOS;;
2812;"TUBO CONDUIT SEMIPESADO 3/4""";TUBERIAS Y ACCESORIOS;;
2814;"TUBO LISO DE ALUMINIO CRUDO 1"" X 1M";PERFILES Y WINES;;
2814T;"TUBO LISO DE ALUMINIO CRUDO 1"" X 6MT";PERFILES Y WINES;;
2816;"TUBO LISO DE ALUMINIO CRUDO 3/4"" X 1M";PERFILES Y WINES;;
2816T;"TUBO LISO DE ALUMINIO CRUDO 3/4"" X 3MT";PERFILES Y WINES;;
2818;TUBO CORTINA DORADO 3/4 1M;PERFILES Y WINES;;
2818T;TUBO CORTINA DORADO 3/4 6MT;PERFILES Y WINES;;
2820;TUBO CORTINA PLATEADO 3/4 1M;PERFILES Y WINES;;
2820T;TUBO CORTINA PLATEADO 3/4 6MT;PERFILES Y WINES;;
2822;TUBO LISO DE ALUMINIO CRUDO 5/16 X 1MT;PERFILES Y WINES;;
2823;TUBO LISO DE ALUMINIO CRUDO 5/16 X 6MT;PERFILES Y WINES;;
2824;"TUBO LISO DE ALUMINIO CRUDO 5/8"" X 1MT";PERFILES Y WINES;;
2824T;TUBO LISO DE ALUMINIO CRUDO 5/8 X 6MT;PERFILES Y WINES;;
2826;TUBO CORTINA DORADO 5/8 1MT;PERFILES Y WINES;;
2826T;TUBO CORTINA DORADO 5/8 6MT;PERFILES Y WINES;;
2828;TUBO CORTINA PLATEADO 5/8 1M;PERFILES Y WINES;;
2828T;TUBO CORTINA PLATEADO 5/8 6MT;PERFILES Y WINES;;
3491;TUBO CORTINA CAFE 5/8 1MT;TUBERIAS Y ACCESORIOS;;
3491T;TUBO CORTINA CAFE 5/8 6MT;TUBERIAS Y ACCESORIOS;;
2830;TUBO ALUMINIO CUADRADO CROMADO 3/4 1MT;PERFILES Y WINES;;
2831;TUBO ALUMINIO CUADRADO CROMADO 3/4 6MT;TUBERIAS Y ACCESORIOS;;
2832;"TUBO CPVC 1/2"" X 1 MT PAVCO";TUBERIAS Y ACCESORIOS;;
2832T;"TUBO CPVC 1/2"" X 3 MT PAVCO";TUBERIAS Y ACCESORIOS;;
2834;TUBO REGADERA DE 1/2 EN ACERO INOX 37CM;GRIFERIA;;
2835;TUBO LED T8 18W 6500K;ELECTRICOS;;
2836;"TUBO PVC RD 13.5 PRESION 1"" 1MT GERFOR";TUBERIAS Y ACCESORIOS;;
2836T;"TUBO PVC RD 13.5 PRESION 1"" 6MT GERFOR";TUBERIAS Y ACCESORIOS;;
2838;"TUBO PVC RD 9 PRESION 1/2"" 1MT GERFOR";TUBERIAS Y ACCESORIOS;;
2838T;"TUBO PVC RD 9 PRESION 1/2"" 6MT GERFOR";TUBERIAS Y ACCESORIOS;;
2840;"TUBO PVC RD11 PRESION 3/4"" 1MT GERFOR";TUBERIAS Y ACCESORIOS;;
2840T;"TUBO PVC RD11 PRESION 3/4"" 6MT GERFOR";TUBERIAS Y ACCESORIOS;;
2850;"TUBO PVC RD 13.5 PRESION 1/2"" 1M INDEXCOL";TUBERIAS Y ACCESORIOS;;
2851;"TUBO PVC RD 13.5 PRESION 1/2""6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2842;"TUBO PVC RD11 PRESION 3/4"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2843;"TUBO PVC RD11 PRESION 3/4"" 1MT CELTA";TUBERIAS Y ACCESORIOS;;
2842T;"TUBO PVC RD11 PRESION 3/4"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2843T;"TUBO PVC RD11 PRESION 3/4"" 6MT CELTA";TUBERIAS Y ACCESORIOS;;
2846;"TUBO PVC RD13.5 PRESION 1"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2860;"TUBO PVC RD13.5 PRESION 1"" 1MT CELTA";TUBERIAS Y ACCESORIOS;;
2846T;"TUBO PVC RD13.5 PRESION 1"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2860T;"TUBO PVC RD13.5 PRESION 1"" 6MT CELTA";TUBERIAS Y ACCESORIOS;;
2848;"TUBO PVC RD21 PRESION 1"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2848T;"TUBO PVC RD21 PRESION 1"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2852;"TUBO PVC RD21 PRESION 11/2"" 1MT CELTA";TUBERIAS Y ACCESORIOS;;
2852T;"TUBO PVC RD21 PRESION 11/2"" 6MT  CELTA";TUBERIAS Y ACCESORIOS;;
2854;"TUBO PVC RD21 PRESION 11/4"" 1MT CELTA";TUBERIAS Y ACCESORIOS;;
2854T;"TUBO PVC RD21 PRESION 11/4"" 6MT CELTA";TUBERIAS Y ACCESORIOS;;
2856;"TUBO PVC RD21 PRESION 2"" 1MT CELTA";TUBERIAS Y ACCESORIOS;;
2856T;"TUBO PVC RD21 PRESION 2"" 6MT CELTA";TUBERIAS Y ACCESORIOS;;
2858;"TUBO PVC RD21 PRESION 3/4"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2858T;"TUBO PVC RD21 PRESION 3/4"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2862;"TUBO PVC RD9 PRESION 1/2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2863;"TUBO PVC RD9 PRESION 1/2"" 1MT CELTA";TUBERIAS Y ACCESORIOS;;
2862T;"TUBO PVC RD9 PRESION 1/2"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2863T;"TUBO PVC RD9 PRESION 1/2"" 6MT CELTA";TUBERIAS Y ACCESORIOS;;
2866;TUBO REGADERA CURVO ABS CROMADO;GRIFERIA;;
2867;"TUBO SANITARIO LIVIANO 11/2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2868;"TUBO SANITARIO LIVIANO 11/2"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2869;"TUBO SANITARIO LIVIANO 2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2870;"TUBO SANITARIO LIVIANO 2"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2871;"TUBO SANITARIO LIVIANO 3"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2872;"TUBO SANITARIO LIVIANO 3"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2873;"TUBO SANITARIO LIVIANO 4"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2874;"TUBO SANITARIO LIVIANO 4"" X6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2875;"TUBO SANITARIO PESADO 11/2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2876;"TUBO SANITARIO PESADO 11/2"" 1MT TIGRE";TUBERIAS Y ACCESORIOS;;
2877;"TUBO SANITARIO PESADO 11/2"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2878;"TUBO SANITARIO PESADO 11/2"" 6MT TIGRE";TUBERIAS Y ACCESORIOS;;
2879;"TUBO SANITARIO PESADO 2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2880;"TUBO SANITARIO PESADO 2"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2881;"TUBO SANITARIO PESADO 3"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2882;"TUBO SANITARIO PESADO 3"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2883;"TUBO SANITARIO PESADO 4"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2884;"TUBO SANITARIO PESADO 4"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2885;"TUBO SANITARIO SEMIPESADO 11/2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2885T;"TUBO SANITARIO SEMIPESADO 11/2"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2887;"TUBO SANITARIO SEMIPESADO 2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2887T;"TUBO SANITARIO SEMIPESADO 2"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2889;"TUBO SANITARIO SEMIPESADO 3"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2889T;"TUBO SANITARIO SEMIPESADO 3"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2891;"TUBO SANITARIO SEMIPESADO 4"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2891T;"TUBO SANITARIO SEMIPESADO 4"" 6MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
2893;"TUBO VENTILACION 11/2"" 1MT";TUBERIAS Y ACCESORIOS;;
2894;"TUBO VENTILACION 11/2"" 1MT INDEXCOL";TUBERIAS Y ACCESORIOS;;
